album,song,word,difficulty,definition
folklore,august,"twisted",Intermediate,"Turned or bent in a complicated or unnatural way, often implying a sense of confusion or disorder."
folklore,august,"slipped",Beginner,"Moved smoothly and quietly, often unexpectedly or unintentionally, from one place or state to another."
folklore,august,"sipped",Beginner,"Drank slowly and carefully, often savoring the taste or flavor of a liquid."
folklore,august,"changin'",Beginner,"Changing or becoming different, often in a positive or progressive way."
folklore,this is me trying,"adjusting",Intermediate,"The process of changing or adapting to fit new or different circumstances. It involves making adjustments to become comfortable or suited to a new situation."
folklore,this is me trying,"regrets",Beginner,"Feelings of sadness or disappointment about something that has happened or been done. Regrets often involve wishing that something could be undone or changed."
folklore,this is me trying,"cages",Intermediate,"Restrictions or limitations, often self-imposed or psychological, that prevent someone from achieving their full potential or pursuing their desires."
folklore,this is me trying,"sphere",Intermediate,"A three-dimensional shape that is curved and symmetrical about its center. In a broader sense, it can refer to a domain, area, or field of activity."
folklore,this is me trying,"flashback",Intermediate,"A scene or image from the past that suddenly appears in one's mind, often triggered by a smell, sound, or other stimulus."
folklore,this is me trying,"reel",Intermediate,"A cylindrical device used for winding or storing film, wire, or other materials. In a broader sense, it can refer to a sequence of images or events."
folklore,illicit affairs,"illicit",Intermediate,"not legally or morally acceptable; forbidden"
folklore,illicit affairs,"clandestine",Advanced,"secret or hidden, often because it is illegal or against the rules"
folklore,illicit affairs,"mercurial",Advanced,"changing frequently or unpredictably; having a fluid or volatile nature"
folklore,illicit affairs,"dwindling",Intermediate,"becoming smaller or less in amount or degree"
folklore,illicit affairs,"godforsaken",Intermediate,"completely desolate or hopeless; utterly miserable"
folklore,illicit affairs,"idiotic",Beginner,"extremely foolish or stupid"
folklore,invisible string,"centennial",Intermediate,"relating to or lasting for a hundred years, or a celebration of a hundredth anniversary"
folklore,invisible string,"mystical",Intermediate,"having a spiritual or mysterious quality, often related to the supernatural or occult"
folklore,invisible string,"barbed",Intermediate,"having or covered with barbs, which are sharp points or hooks, often used to describe something as hurtful or critical"
folklore,invisible string,"wondrous",Intermediate,"inspiring a sense of wonder or awe, often used to describe something as amazing or marvelous"
folklore,mad woman,"scathing",Advanced,"severely critical or harsh in one's comments or judgment"
folklore,mad woman,"noose",Intermediate,"a loop of rope or cord used for hanging or strangling"
folklore,mad woman,"cannons",Intermediate,"large guns that fire heavy projectiles, often used in warfare"
folklore,mad woman,"flings",Intermediate,"short-term, casual romantic or sexual relationships"
folklore,mad woman,"master",Beginner,"a person who has great skill or expertise in a particular area"
folklore,epiphany,"epiphany",Intermediate,"A moment of sudden and great revelation or realization. It is a profound understanding or insight that one has, especially about themselves or their life."
folklore,epiphany,"flesh",Beginner,"The soft tissue of the body, especially muscle and fat. In this context, it refers to a wound that affects the body's soft tissue."
folklore,epiphany,"crashing",Intermediate,"To fall or come down suddenly, often with a loud noise. In a medical context, it can mean to experience a sudden and severe decline in health or vital signs."
folklore,epiphany,"med",Beginner,"Short for 'medical', referring to the field of medicine or medical school."
folklore,epiphany,"plastic",Intermediate,"A synthetic or artificial material, often used to make medical equipment or protective gear. In this context, it likely refers to medical gloves."
folklore,betty,"assumptions",Intermediate,"A conclusion or decision based on incomplete information. Assumptions can often lead to misunderstandings or incorrect judgments."
folklore,betty,"figment",Advanced,"Something that is imagined or invented, often in a whimsical or fanciful way. A figment can be a product of one's imagination or a misleading perception."
folklore,betty,"cobblestones",Intermediate,"Small stones or pebbles, often used to pave roads or walkways. Cobblestones can be uneven and rough, making them difficult to walk on."
folklore,betty,"intention",Intermediate,"A plan or goal that guides one's actions or decisions. Intentions can be conscious or unconscious, and they often influence our behavior."
folklore,peace,"convictions",Intermediate,"Strongly held beliefs or opinions. Convictions are the principles or values that guide a person's behavior and decisions."
folklore,peace,"brittle",Intermediate,"Easily broken or damaged, often used to describe something that is fragile or delicate. In this context, it refers to a person's emotional state."
folklore,peace,"cascade",Advanced,"A small waterfall or a series of small waterfalls. In this context, it is used metaphorically to describe overwhelming emotions or feelings."
folklore,peace,"integrity",Intermediate,"The quality of being honest, moral, and having strong principles. A person with integrity acts with consistency and adheres to their values."
folklore,peace,"dreamscapes",Advanced,"Imaginary or idealized scenes or landscapes, often used to describe a person's imagination or creative vision."
folklore,peace,"trenches",Intermediate,"Long, narrow ditches or channels, often used metaphorically to describe a difficult or challenging situation."
folklore,hoax,"eclipsed",Intermediate,"To overshadow or surpass something, often in importance or popularity. In astronomy, it refers to the blocking of light from one celestial body by another."
folklore,hoax,"faithless",Intermediate,"Disloyal or untrustworthy, often in a romantic relationship. It can also describe someone who has lost their faith or trust in something."
folklore,hoax,"sleight",Advanced,"A clever or skillful trick, often used to deceive someone. It can also refer to a magician's skillful manipulation of objects."
folklore,hoax,"barren",Intermediate,"Unproductive or unfertile, often used to describe land that is unable to support plant life. It can also describe a lack of creativity or inspiration."
folklore,hoax,"hoax",Beginner,"A trick or deception, often used to manipulate or deceive someone. It can also refer to a false or misleading idea."
lover,I Forgot That You Existed,"indifference",Intermediate,"A lack of interest or concern. It is a state of not being affected or involved in something."
lover,I Forgot That You Existed,"magical",Beginner,"Extremely pleasant or exciting. It can also refer to something that seems to have a special or mysterious quality."
lover,I Forgot That You Existed,"tongue-tied",Intermediate,"Unable to speak, often due to being nervous or embarrassed. It can also refer to being unable to express oneself fluently or clearly."
lover,I Forgot That You Existed,"rep",Intermediate,"A person's reputation or character, especially in relation to their social standing or professional image."
lover,I Forgot That You Existed,"blur",Beginner,"Something that is difficult to see or remember clearly, often due to being unclear or indistinct. It can also refer to a state of confusion or disorientation."
lover,Cruel Summer,"fever",Intermediate,"A fever is a state of abnormally high body temperature, often caused by illness or infection. In a broader sense, it can also refer to an intense enthusiasm or excitement."
lover,Cruel Summer,"breakable",Intermediate,"Capable of being broken or damaged, often referring to physical objects, but can also describe something fragile or vulnerable."
lover,Cruel Summer,"vending",Beginner,"A vending machine is a device that dispenses goods, such as snacks or drinks, when money is inserted. The term 'vending' can also refer to the act of selling or dispensing something."
lover,Cruel Summer,"seal",Intermediate,"To seal something means to close or fasten it securely, often to prevent escape or leakage. It can also mean to confirm or ratify something."
lover,Cruel Summer,"grinnin'",Beginner,"Grinning means smiling widely, often in a mischievous or self-satisfied way."
lover,Lover,"dazzling",Intermediate,"extremely impressive or attractive, often because of being bright or colorful"
lover,Lover,"mysterious",Intermediate,"difficult to understand or explain, often because of being secret or obscure"
lover,Lover,"suspicious",Intermediate,"having or showing a feeling that someone is doing something wrong or has a hidden motive"
lover,Lover,"magnetic",Intermediate,"having a strong and attractive quality that draws people to you"
lover,Lover,"overdramatic",Advanced,"exaggerated or excessively emotional in behavior or reaction"
lover,The Man,"conquest",Intermediate,"The act of successfully taking control of a place or situation, often through force or effort. In a broader sense, it can also refer to achieving a personal goal or overcoming a challenge."
lover,The Man,"alpha",Intermediate,"An individual, typically male, who is considered to be the most dominant or powerful within a social group. The term is often used to describe someone who exhibits confidence, leadership, and a strong sense of self."
lover,The Man,"hustled",Beginner,"To work very hard, often in a competitive or challenging environment, in order to achieve success or make progress. It can also imply a sense of urgency or aggressiveness in one's efforts."
lover,The Man,"toast",Intermediate,"To publicly express praise or appreciation for someone, often with a drink. It can also refer to a speech or statement made in someone's honor."
lover,The Man,"baller",Beginner,"A slang term used to describe someone who is very successful, often in a flashy or impressive way. It can imply a sense of wealth, status, or prestige."
lover,The Man,"raking",Intermediate,"To gather or collect something, often in large quantities. In this context, it refers to earning or making a lot of money."
lover,The Archer,"cruelty",Intermediate,"The quality of being cruel, which means having or showing a desire to hurt or inflict pain on others. It can also refer to a cruel act or situation."
lover,The Archer,"prey",Intermediate,"An animal that is hunted or killed by another animal for food. It can also refer to someone who is vulnerable to attack or exploitation."
lover,The Archer,"spite",Intermediate,"A feeling of ill will or resentment, often leading to a desire to hurt or annoy someone. It can also refer to an action taken to hurt or annoy someone."
lover,The Archer,"invisible",Beginner,"Unable to be seen or noticed. It can also refer to something that is not apparent or obvious."
lover,The Archer,"heroes",Beginner,"People who are admired or idealized for their courage, achievements, or noble qualities."
lover,I Think He Knows,"architect",Intermediate,"A person who designs buildings and other structures. In a broader sense, it can also refer to someone who plans or devises something, like a plan or a project."
lover,I Think He Knows,"boyish",Intermediate,"Having a youthful or immature quality, often in a charming or attractive way."
lover,I Think He Knows,"indigo",Advanced,"A deep blue color, often used to describe something that is a deep, rich blue."
lover,I Think He Knows,"lyrical",Advanced,"Having a musical quality, often used to describe something that is poetic or expressive."
lover,I Think He Knows,"obsessed",Intermediate,"Completely fascinated or fixated on something or someone, often to an excessive degree."
lover,Miss Americana & the Heartbreak Prince,"adore",Intermediate,"To love or respect someone or something very much. It is a strong feeling of affection or admiration."
lover,Miss Americana & the Heartbreak Prince,"pageant",Advanced,"A public entertainment, especially one with a procession or parade, often with a competitive element. In this context, it refers to a perfect or fake smile."
lover,Miss Americana & the Heartbreak Prince,"damsels",Intermediate,"A woman or girl, especially one in a difficult or distressing situation, often portrayed as needing to be rescued."
lover,Miss Americana & the Heartbreak Prince,"muffled",Intermediate,"To reduce the loudness or clarity of a sound, often by covering or wrapping something around it. In this context, it refers to suppressed or hidden emotions."
lover,Miss Americana & the Heartbreak Prince,"battered",Intermediate,"Physically or emotionally damaged, often as a result of repeated or severe punishment, abuse, or hardship."
lover,Paper Rings,"stalk",Intermediate,"To follow or watch someone persistently, usually in a secretive or threatening way. In a broader sense, it can also mean to pursue or investigate something thoroughly."
lover,Paper Rings,"complications",Intermediate,"Difficult or problematic situations, or aspects of a situation that make it harder to deal with. In relationships, complications can refer to the challenges or issues that arise."
lover,Paper Rings,"dreary",Intermediate,"Lacking interest or excitement; dull and uninspiring. It can also describe something as gloomy or depressing."
lover,Cornelia Street,"mystified",Intermediate,"feeling puzzled or bewildered, unable to understand something"
lover,Cornelia Street,"terrified",Beginner,"extremely frightened or afraid, often in a way that makes it hard to think or act clearly"
lover,Cornelia Street,"memorize",Intermediate,"to learn something by heart, so that you can remember it exactly"
lover,Cornelia Street,"sacred",Intermediate,"considered to be very important and worthy of respect, often in a spiritual or emotional sense"
lover,Death by a Thousand Cuts,"chandelier",Intermediate,"A decorative lighting fixture that is typically suspended from the ceiling, consisting of a central stem with multiple branches and lights."
lover,Death by a Thousand Cuts,"flickering",Beginner,"Shining or burning unsteadily, with a faint or intermittent light."
lover,Death by a Thousand Cuts,"boarded",Intermediate,"Covered or closed with wooden boards, often to prevent entry or to protect something."
lover,Death by a Thousand Cuts,"lawless",Intermediate,"Without law or government; chaotic and unordered."
lover,Death by a Thousand Cuts,"haunted",Intermediate,"Frequented or inhabited by ghosts, or having a strong and unpleasant association with the past."
lover,London Boy,"dimples",Intermediate,"Small natural depressions or hollows in a person's cheeks, especially those that appear when they smile."
lover,London Boy,"fancy",Intermediate,"To have a liking or fondness for someone or something, often in a romantic sense."
lover,London Boy,"mates",Beginner,"Friends or companions, often used in an informal or colloquial sense."
lover,London Boy,"uni",Beginner,"A shortened form of 'university', often used in informal or colloquial contexts."
lover,London Boy,"rumors",Intermediate,"Unverified or unofficial reports or stories about someone or something."
lover,Soon You'll Get Better,"delusion",Intermediate,"A false belief or opinion, often held in the face of evidence to the contrary. It can also refer to a distorted view of reality."
lover,Soon You'll Get Better,"neon",Beginner,"A type of bright, glowing color, often used to describe signs or lights. It can also refer to a gas used to create bright colors in lighting."
lover,Soon You'll Get Better,"tangled",Beginner,"Twisted or knotted together, often in a confusing or complicated way."
lover,False God,"altar",Intermediate,"A structure, typically raised, used for sacrifices or worship in religious rituals. In a broader sense, it can refer to any place of worship or devotion."
lover,False God,"confessions",Intermediate,"The act of admitting or acknowledging something, often related to wrongdoing or guilt, typically in a religious context."
lover,False God,"false god",Advanced,"An idol or a deity that is not truly divine, often used to describe something or someone that is worshipped or revered excessively."
lover,False God,"blind faith",Intermediate,"Complete trust or confidence in something, often without question or doubt, even when it may not be justified."
lover,You Need to Calm Down,"patrón",Intermediate,"A high-end brand of tequila, often associated with luxury and sophistication. In this context, it's used to emphasize the severity of the person's attacks."
lover,You Need to Calm Down,"cop-out",Intermediate,"A weak or cowardly way to avoid dealing with a situation or taking responsibility for one's actions. In this context, it refers to hiding behind a tweet instead of confronting someone in person."
lover,You Need to Calm Down,"self-expression",Intermediate,"The act of expressing one's thoughts, feelings, or personality, often through creative or artistic means. In this context, it refers to the person's right to express themselves, even if Taylor disagrees with their opinions."
lover,You Need to Calm Down,"obsessin'",Beginner,"To be excessively preoccupied with something or someone, often to the point of being unhealthy or unproductive. In this context, it refers to wasting time and energy on negative thoughts or emotions."
lover,You Need to Calm Down,"glaad",Intermediate,"The Gay & Lesbian Alliance Against Defamation, an organization that promotes LGBTQ+ rights and acceptance. In this context, it's used to encourage the person to support and celebrate the LGBTQ+ community instead of spreading hate."
lover,You Need to Calm Down,"dark ages",Advanced,"A period of time characterized by a lack of cultural, intellectual, or social progress. In this context, it refers to a mindset that is intolerant, close-minded, and resistant to change."
lover,You Need to Calm Down,"urges",Intermediate,"Strong and often uncontrollable desires or impulses. In this context, it refers to the person's inclination to lash out or spread hate."
lover,You Need to Calm Down,"shade",Intermediate,"A subtle or indirect insult, often delivered through a clever or sarcastic comment. In this context, it refers to the person's attempts to belittle or mock others."
lover,Afterglow,"proportion",Intermediate,"A proportion is a part or share of something in relation to the whole. It can also refer to the relationship between two or more things in terms of size, amount, or degree."
lover,Afterglow,"excruciating",Advanced,"Causing intense physical or mental pain; extremely unpleasant or distressing."
lover,Afterglow,"ultraviolet",Advanced,"Relating to or denoting the range of light frequencies higher than those of visible light, typically having a wavelength between 100 and 400 nanometers."
lover,ME!,"handful",Intermediate,"a person, especially a child, who is difficult to control or manage. Someone who requires a lot of attention or effort to deal with."
lover,ME!,"psycho",Intermediate,"a person who is considered to be mentally unstable or violent. In this context, it means acting wildly or irrationally."
lover,ME!,"lame",Beginner,"uninteresting, boring, or of poor quality. In this context, it refers to people who are uncool or unimpressive."
lover,It's Nice to Have a Friend,"curfew",Intermediate,"A rule or law that requires people to be at home by a certain time, usually at night. It is often imposed by parents or authorities."
lover,It's Nice to Have a Friend,"nerve",Intermediate,"The courage or confidence to do something, often something that is difficult or intimidating. It can also refer to a feeling of boldness or audacity."
lover,It's Nice to Have a Friend,"bluff",Advanced,"To pretend or deceive someone, often in a playful or lighthearted way. It can also refer to a false or misleading statement."
lover,Daylight,"unforgiven",Intermediate,"Not forgiven for a mistake or wrongdoing. Someone who is unforgiven is still being blamed or punished for something they did."
lover,Daylight,"wounded",Intermediate,"Hurt or damaged, either physically or emotionally. To wound someone means to cause them harm or pain."
lover,Daylight,"daggers",Advanced,"A type of sharp, pointed knife used as a weapon. Figuratively, daggers can also refer to sharp, hurtful words or actions."
lover,Daylight,"intertwined",Advanced,"Connected or linked together, often in a complex way. Intertwined things are closely related or inseparable."
midnights,Lavender Haze,"melancholia",Intermediate,"A state of low spirits or depression, often characterized by a feeling of sadness or hopelessness."
midnights,Lavender Haze,"scrutiny",Intermediate,"Close and careful examination or observation, often in order to detect flaws or weaknesses."
midnights,Lavender Haze,"surreal",Intermediate,"Unusual or unexpected, often in a way that's difficult to understand or explain."
midnights,Lavender Haze,"dizzying",Intermediate,"Causing a feeling of dizziness or confusion, often due to a rapid or intense change."
midnights,Lavender Haze,"viral",Beginner,"Spreading quickly and widely, often through social media or other online platforms."
midnights,Lavender Haze,"spiral",Intermediate,"A situation or process that's becoming increasingly difficult or chaotic, often due to a series of events or actions."
midnights,Maroon,"incense",Beginner,"a substance that gives off a pleasant smell when burned"
midnights,Maroon,"scarlet",Beginner,"a bright red color"
midnights,Maroon,"hollow-eyed",Intermediate,"having a vacant or empty look in one's eyes"
midnights,Maroon,"carnations",Beginner,"a type of flower"
midnights,Maroon,"legacy",Intermediate,"something that is left behind after someone dies or leaves a place"
midnights,Maroon,"rust",Beginner,"a reddish-brown substance that forms on metal when it oxidizes"
midnights,Anti-Hero,"wiser",Intermediate,"having more experience and better judgment because of it"
midnights,Anti-Hero,"vices",Intermediate,"habits or activities that are considered to be morally wrong or harmful"
midnights,Anti-Hero,"covert",Intermediate,"secret or hidden, especially in a way that is intended to deceive"
midnights,Anti-Hero,"altruism",Advanced,"the practice of being unselfishly concerned for the welfare of others"
midnights,Anti-Hero,"congressman",Intermediate,"a member of a legislative assembly, especially in the United States"
midnights,Anti-Hero,"lurching",Intermediate,"moving or happening in a slow and unsteady way"
midnights,Anti-Hero,"covert",Intermediate,"secret or hidden, especially in a way that is intended to deceive"
midnights,Snow on the Beach,"unbeknownst",Intermediate,"unknown or unacknowledged; not recognized or noticed."
midnights,Snow on the Beach,"unglued",Intermediate,"completely disorganized or out of control; in a state of chaos."
midnights,Snow on the Beach,"lit",Beginner,"glowing brightly; shining with an inner light; radiant."
midnights,Snow on the Beach,"periphery",Intermediate,"the outer area or edge of something; the surrounding region."
midnights,Snow on the Beach,"dishonest",Beginner,"not honest or truthful; deceitful."
midnights,Snow on the Beach,"jinx",Beginner,"to bring bad luck or ruin something by speaking or acting in a way that is considered unlucky."
midnights,Snow on the Beach,"sauces",Intermediate,"a type of spacecraft, typically a small, uncrewed vehicle."
midnights,You're on Your Own, Kid,"yearning",Intermediate,"a strong and persistent desire for something"
midnights,You're on Your Own, Kid,"patience",Beginner,"the quality of being patient; calm and quiet in a difficult situation"
midnights,You're on Your Own, Kid,"ashen",Intermediate,"having a pale or unhealthy color, often due to shock or sadness"
midnights,You're on Your Own, Kid,"bodies",Beginner,"the physical forms of people, especially when they are attractive or desirable"
midnights,You're on Your Own, Kid,"petals",Beginner,"the parts of a flower that are usually colorful and delicate"
midnights,You're on Your Own, Kid,"bloomed",Intermediate,"past tense of 'bloom', to become or cause something to become more attractive or successful"
midnights,You're on Your Own, Kid,"blood-soaked",Intermediate,"covered in blood, often due to violence or injury"
midnights,You're on Your Own, Kid,"bridges",Intermediate,"connections or relationships between people or things"
midnights,You're on Your Own, Kid,"taste",Beginner,"to experience or enjoy something, especially a pleasant or enjoyable experience"
midnights,Midnight Rain,"wasteland",Intermediate,"a barren, desolate area or place; a state of being without hope or vitality"
midnights,Midnight Rain,"pretenders",Intermediate,"people who falsely claim to have a particular quality or status"
midnights,Midnight Rain,"paradise",Beginner,"a place or state of great happiness or beauty"
midnights,Midnight Rain,"montage",Intermediate,"a sequence of images or scenes presented in a rapid or disjointed manner"
midnights,Midnight Rain,"postcard",Intermediate,"a picture or message sent to someone as a souvenir of a place or event"
midnights,Midnight Rain,"portal",Intermediate,"a gateway or entrance to another place or state"
midnights,Midnight Rain,"unravel",Intermediate,"to come apart or fall to pieces"
midnights,Question...?,"miscommunications",Intermediate,"The act of communicating something incorrectly or unclearly."
midnights,Question...?,"circumstances",Intermediate,"A set of facts or events that surround a situation."
midnights,Question...?,"meteor",Beginner,"A small particle from space that enters the Earth's atmosphere and burns up, producing a bright streak of light."
midnights,Question...?,"swept",Intermediate,"To be carried or moved away by a strong force or emotion."
midnights,Question...?,"gray",Beginner,"A color that is a mixture of black and white, often used to describe a lack of clarity or certainty."
midnights,Question...?,"situations",Beginner,"A set of circumstances or events that require a response or action."
midnights,Vigilante Shit,"vigilante",Intermediate,"a person who takes the law into their own hands, often by seeking revenge or punishing others"
midnights,Vigilante Shit,"innocents",Beginner,"people who are not guilty of a crime or wrongdoing"
midnights,Vigilante Shit,"thieves",Beginner,"people who steal or take something without permission"
midnights,Vigilante Shit,"white-collar",Intermediate,"relating to crimes or offenses committed by people in positions of power or respectability"
midnights,Vigilante Shit,"thick",Intermediate,"very close or intimate, often in a way that's considered unusual or suspicious"
midnights,Bejeweled,"bejeweled",Intermediate,"covered or decorated with jewels or sparkling objects"
midnights,Bejeweled,"shimmer",Intermediate,"to give a faint, sparkling appearance"
midnights,Bejeweled,"contempt",Advanced,"a feeling of disgust or disdain"
midnights,Bejeweled,"penthouse",Intermediate,"the top floor of a building, especially one that is luxurious or exclusive"
midnights,Bejeweled,"polish",Beginner,"to make something shine or look more attractive"
midnights,Bejeweled,"aura",Intermediate,"a feeling or atmosphere that surrounds someone or something"
midnights,Bejeweled,"moonstone",Intermediate,"a type of gemstone that is often associated with calmness and serenity"
midnights,Bejeweled,"sapphire",Intermediate,"a type of blue gemstone"
midnights,Labyrinth,"labyrinth",Intermediate,"A complex and confusing situation or series of problems."
midnights,Labyrinth,"bounce",Beginner,"To recover quickly from a difficult or unpleasant situation."
midnights,Labyrinth,"breathe",Beginner,"To take air into the lungs and expel it, or to calm down and relax."
midnights,Labyrinth,"elevators",Beginner,"A device for moving people or goods between floors in a building."
midnights,Labyrinth,"overwhelmed",Intermediate,"Feeling unable to cope with a difficult or unpleasant situation."
midnights,Karma,"relevant",Intermediate,"having or showing a connection or relation to the current situation or issue"
midnights,Karma,"opacity",Advanced,"the state of being unclear or difficult to understand"
midnights,Karma,"bounty",Intermediate,"a reward offered for the capture or return of someone"
midnights,Karma,"summit",Intermediate,"the highest or most elevated point of something"
midnights,Karma,"breeze",Beginner,"a gentle wind"
midnights,Karma,"acrobatic",Intermediate,"having or showing great skill or agility in physical movements"
midnights,Karma,"vibe",Intermediate,"a feeling or atmosphere that is created by someone or something"
midnights,Karma,"thunder",Beginner,"a loud rumbling noise caused by lightning"
midnights,Karma,"scent",Beginner,"a distinctive smell"
midnights,Karma,"queen",Beginner,"a woman who is considered to be the most important or powerful person in a particular field or activity"
midnights,Sweet Nothing,"tired",Beginner,"feeling or showing a lack of energy or enthusiasm"
midnights,Sweet Nothing,"disruptors",Intermediate,"people or things that cause significant changes or challenges to established systems or ways of thinking"
midnights,Sweet Nothing,"deconstructors",Intermediate,"people or things that break down or analyze complex systems or ideas into their component parts"
midnights,Sweet Nothing,"hucksters",Intermediate,"people who use clever or deceptive tactics to sell or promote something"
midnights,Sweet Nothing,"glad-handing",Intermediate,"to greet or interact with someone in a superficially friendly or flattering way, often in order to gain favor or advantage"
midnights,Sweet Nothing,"implore",Intermediate,"to beg or plead with someone to do something, often in a persistent or urgent manner"
midnights,Mastermind,"countermoves",Intermediate,"moves made in response to an opponent's actions, often to counter or neutralize their advantage."
midnights,Mastermind,"assess",Beginner,"to evaluate or judge the value or quality of something."
midnights,Mastermind,"cascaded",Intermediate,"to flow or fall in a continuous series of movements or actions."
midnights,Mastermind,"design",Beginner,"a plan or intention, especially one that is carefully thought out and executed."
midnights,Mastermind,"machiavellian",Advanced,"characterized by cunning, deceit, and a willingness to do whatever it takes to achieve power or success."
midnights,Mastermind,"cryptic",Intermediate,"difficult to understand or interpret, often because of being ambiguous or obscure."
red,State of Grace,"cannonball",Intermediate,"a large artillery shell that explodes on impact, often used metaphorically to describe a powerful or overwhelming force"
red,State of Grace,"saint",Beginner,"a person who is considered to be morally perfect or without fault, often used to describe someone who is perceived as being flawless or ideal"
red,State of Grace,"mosaic",Intermediate,"a picture or image made from small pieces of material, such as tiles or glass, often used to describe something that is composed of many different parts"
red,State of Grace,"fate",Intermediate,"the inevitable course of events that will happen to a person or thing, often used to describe something that is predetermined or unavoidable"
red,State of Grace,"Achilles",Intermediate,"a legendary hero in Greek mythology who was invincible except for his heel, often used to describe someone who has a weakness or vulnerability"
red,State of Grace,"ruthless",Intermediate,"cruel or merciless, often used to describe something that is brutal or unyielding"
red,State of Grace,"golden",Beginner,"something that is considered to be of high quality or value, often used to describe something that is desirable or attractive"
red,Red,"passionate",Intermediate,"having or showing a strong and barely controllable emotion, especially desire or enthusiasm"
red,Red,"autumn",Beginner,"the season of the year between summer and winter, typically characterized by falling leaves and cooler temperatures"
red,Red,"memorizing",Intermediate,"to learn or remember something, especially by repetition or practice"
red,Red,"crossword",Intermediate,"a puzzle consisting of a grid of squares, some of which contain words or phrases to be filled in"
red,Red,"echoes",Intermediate,"a faint or repeated sound, especially one that is heard after the original sound has stopped"
red,Red,"impossible",Beginner,"not able to be done or achieved"
red,Red,"fleeting",Intermediate,"lasting for a very short time"
red,Treacherous,"quicksand",Intermediate,"a mixture of water and sand that can quickly suck in and trap objects or people"
red,Treacherous,"friction",Intermediate,"a force that opposes motion between two surfaces that are in contact"
red,Treacherous,"reckless",Intermediate,"showing a lack of concern for the consequences of one's actions"
red,Treacherous,"treacherous",Intermediate,"hazardous or difficult to navigate"
red,Treacherous,"swept",Beginner,"carried away by a strong force, such as a current or a crowd"
red,Treacherous,"echoed",Intermediate,"repeated or reflected back, often faintly"
red,Treacherous,"sleepless",Beginner,"without sleep; unable to sleep"
red,I Knew You Were Trouble,"sights",Beginner,"the act of seeing or perceiving something"
red,I Knew You Were Trouble,"mistakes",Beginner,"errors or blunders that have been made"
red,I Knew You Were Trouble,"notch",Intermediate,"a small mark or indentation, especially one made in a surface"
red,I Knew You Were Trouble,"whispers",Beginner,"soft, quiet talk or rumors"
red,I Knew You Were Trouble,"joke",Intermediate,"a situation or circumstance that is humorous or ironic"
red,I Knew You Were Trouble,"creeping",Intermediate,"moving slowly and quietly, often in a stealthy or sinister way"
red,All Too Well,"disposition",Intermediate,"A person's natural or habitual way of behaving or feeling."
red,All Too Well,"paralyzed",Intermediate,"Completely unable to move or act because of fear or shock."
red,All Too Well,"casually",Intermediate,"In a relaxed and informal way, without much thought or concern."
red,All Too Well,"crumpled",Beginner,"Folded or twisted into a small, messy shape."
red,All Too Well,"innocence",Intermediate,"A state of being free from guilt, shame, or moral wrongdoing."
red,All Too Well,"rare",Beginner,"Happening or done only occasionally or in small numbers."
red,All Too Well,"translation",Intermediate,"The act of changing words or ideas from one language to another."
red,22,"hipsters",Intermediate,"a subculture that values nonconformity and individuality, often characterized by a distinctive style or aesthetic"
red,22,"miserable",Beginner,"feeling or causing great unhappiness or discomfort"
red,22,"magical",Beginner,"having a quality of enchantment or wonder"
red,22,"deadlines",Intermediate,"a specific date or time by which something must be done"
red,22,"confused",Beginner,"having mixed or unclear thoughts or feelings"
red,22,"heartbreaks",Intermediate,"a painful or distressing experience, especially one caused by a romantic relationship"
red,22,"betrays",Advanced,"to give a false or misleading impression"
red,I Almost Do,"occurred",Intermediate,"past tense of 'occur', meaning to happen or take place"
red,I Almost Do,"confess",Intermediate,"to admit or acknowledge something, often in a sincere or humble way"
red,I Almost Do,"mess",Beginner,"a confusing or difficult situation"
red,I Almost Do,"sincere",Intermediate,"genuine or true in one's words or actions"
red,I Almost Do,"vulnerability",Advanced,"the state of being open to attack or harm, often used to describe emotional openness"
red,We Are Never Ever Getting Back Together,"exhausting",Intermediate,"Causing or feeling extreme tiredness, both physically and mentally."
red,We Are Never Ever Getting Back Together,"indie",Beginner,"Independent, self-released, or produced outside of the mainstream music industry."
red,We Are Never Ever Getting Back Together,"peace",Beginner,"A state of quiet and calm, free from disturbance or turmoil."
red,We Are Never Ever Getting Back Together,"screaming",Intermediate,"Shouting or crying out loudly, often in a state of intense emotion."
red,We Are Never Ever Getting Back Together,"forever",Beginner,"For an indefinitely long time; permanently."
red,Stay Stay Stay,"self-indulgent",Intermediate,"Giving too much attention to one's own feelings, desires, or needs, often at the expense of others."
red,Stay Stay Stay,"occuring",Intermediate,"Happening or existing at a particular time or in a particular place."
red,Stay Stay Stay,"memorize",Beginner,"To learn or remember something, especially a piece of information or a skill, by repetition or practice."
red,Stay Stay Stay,"indulgent",Intermediate,"Giving in to one's desires or whims, often in an excessive or unreasonable way."
red,The Last Time,"apology",Intermediate,"A statement expressing regret or remorse for a wrong done."
red,The Last Time,"disappear",Intermediate,"To become invisible or to vanish from sight."
red,The Last Time,"aching",Intermediate,"Feeling a dull, persistent pain, often emotional."
red,The Last Time,"blink",Beginner,"To shut and open the eyelids quickly."
red,The Last Time,"insincere",Intermediate,"Not genuine or sincere."
red,Holy Ground,"reminiscing",Intermediate,"thinking about happy times in the past"
red,Holy Ground,"perfect",Beginner,"exactly right or fitting"
red,Holy Ground,"relish",Intermediate,"to enjoy or appreciate something, often in a nostalgic way"
